Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
01.09.2025 02:00;01.09.2025 02:15;9.657,50;10.232,75;575,25;5.806,75
01.09.2025 02:15;01.09.2025 02:30;9.698,00;10.268,50;570,50;5.943,00
01.09.2025 02:30;01.09.2025 02:45;9.694,25;10.280,50;586,25;6.030,50
01.09.2025 02:45;01.09.2025 03:00;9.721,50;10.314,00;592,50;6.095,50
01.09.2025 03:00;01.09.2025 03:15;9.702,25;10.051,25;349,00;6.067,25
01.09.2025 03:15;01.09.2025 03:30;9.659,25;10.061,00;401,75;6.129,00
01.09.2025 03:30;01.09.2025 03:45;9.762,00;10.078,75;316,75;6.319,00
01.09.2025 03:45;01.09.2025 04:00;9.769,50;10.114,50;345,00;6.351,00
01.09.2025 04:00;01.09.2025 04:15;9.901,50;10.096,00;194,50;6.463,75
01.09.2025 04:15;01.09.2025 04:30;9.797,75;9.912,00;114,25;6.388,00
01.09.2025 04:30;01.09.2025 04:45;9.986,00;10.113,25;127,25;6.621,25
01.09.2025 04:45;01.09.2025 05:00;10.154,00;10.286,25;132,25;6.802,25
01.09.2025 05:00;01.09.2025 05:15;10.433,00;10.443,00;10,00;7.072,25
01.09.2025 05:15;01.09.2025 05:30;10.649,50;10.678,25;28,75;7.283,00
01.09.2025 05:30;01.09.2025 05:45;10.877,25;10.887,50;10,25;7.536,75
01.09.2025 05:45;01.09.2025 06:00;11.224,50;11.230,00;5,50;7.832,00
01.09.2025 06:00;01.09.2025 06:15;12.079,75;12.115,00;35,25;8.665,75
01.09.2025 06:15;01.09.2025 06:30;12.442,00;12.466,25;24,25;9.060,75
01.09.2025 06:30;01.09.2025 06:45;12.768,50;12.769,25;0,75;9.312,50
01.09.2025 06:45;01.09.2025 07:00;12.936,00;12.936,75;0,75;9.227,75
01.09.2025 07:00;01.09.2025 07:15;13.381,25;13.382,75;1,50;9.480,00
01.09.2025 07:15;01.09.2025 07:30;13.718,75;13.720,50;1,75;9.614,75
01.09.2025 07:30;01.09.2025 07:45;13.953,50;13.955,00;1,50;9.524,75
01.09.2025 07:45;01.09.2025 08:00;14.243,75;14.245,50;1,75;9.472,00
01.09.2025 08:00;01.09.2025 08:15;14.391,75;14.393,25;1,50;9.350,00
01.09.2025 08:15;01.09.2025 08:30;14.696,25;14.697,75;1,50;9.411,00
01.09.2025 08:30;01.09.2025 08:45;15.008,25;15.032,75;24,50;9.444,00
01.09.2025 08:45;01.09.2025 09:00;15.080,00;15.082,25;2,25;9.301,50
01.09.2025 09:00;01.09.2025 09:15;15.214,75;15.216,50;1,75;9.466,50
01.09.2025 09:15;01.09.2025 09:30;15.290,75;15.293,50;2,75;9.364,50
01.09.2025 09:30;01.09.2025 09:45;15.466,25;15.467,00;0,75;9.388,25
01.09.2025 09:45;01.09.2025 10:00;15.560,75;15.562,75;2,00;9.210,50
01.09.2025 10:00;01.09.2025 10:15;15.540,25;15.602,75;62,50;8.996,50
01.09.2025 10:15;01.09.2025 10:30;15.615,25;15.683,50;68,25;8.893,75
01.09.2025 10:30;01.09.2025 10:45;15.731,25;15.796,75;65,50;8.737,25
01.09.2025 10:45;01.09.2025 11:00;15.875,25;15.940,00;64,75;8.745,25
01.09.2025 11:00;01.09.2025 11:15;15.807,25;15.878,25;71,00;8.535,75
01.09.2025 11:15;01.09.2025 11:30;15.784,00;16.018,75;234,75;8.304,00
01.09.2025 11:30;01.09.2025 11:45;15.826,25;16.114,75;288,50;8.145,25
01.09.2025 11:45;01.09.2025 12:00;15.830,25;16.225,50;395,25;8.014,00
01.09.2025 12:00;01.09.2025 12:15;15.621,00;16.015,50;394,50;7.571,50
01.09.2025 12:15;01.09.2025 12:30;15.445,00;15.902,00;457,00;7.071,50
01.09.2025 12:30;01.09.2025 12:45;15.328,25;15.872,75;544,50;6.792,00
01.09.2025 12:45;01.09.2025 13:00;15.334,25;15.906,50;572,25;6.669,75
01.09.2025 13:00;01.09.2025 13:15;15.171,00;15.756,25;585,25;6.483,00
01.09.2025 13:15;01.09.2025 13:30;14.913,00;15.521,75;608,75;6.157,50
01.09.2025 13:30;01.09.2025 13:45;14.855,00;15.533,25;678,25;6.113,00
01.09.2025 13:45;01.09.2025 14:00;14.918,00;15.579,00;661,00;6.195,50
01.09.2025 14:00;01.09.2025 14:15;15.175,75;15.874,25;698,50;6.561,00
01.09.2025 14:15;01.09.2025 14:30;15.038,50;15.749,50;711,00;6.451,50
01.09.2025 14:30;01.09.2025 14:45;14.902,50;15.677,00;774,50;6.490,25
01.09.2025 14:45;01.09.2025 15:00;14.834,50;15.570,25;735,75;6.678,75
01.09.2025 15:00;01.09.2025 15:15;14.844,25;15.667,00;822,75;6.676,00
01.09.2025 15:15;01.09.2025 15:30;14.801,75;15.598,25;796,50;6.918,00
01.09.2025 15:30;01.09.2025 15:45;14.760,75;15.564,00;803,25;7.149,50
01.09.2025 15:45;01.09.2025 16:00;14.591,75;15.270,25;678,50;7.352,50
01.09.2025 16:00;01.09.2025 16:15;14.492,25;15.075,00;582,75;7.679,00
01.09.2025 16:15;01.09.2025 16:30;14.193,50;14.797,75;604,25;7.782,00
01.09.2025 16:30;01.09.2025 16:45;14.208,00;14.535,00;327,00;8.203,75
01.09.2025 16:45;01.09.2025 17:00;14.118,25;14.360,00;241,75;8.520,50
01.09.2025 17:00;01.09.2025 17:15;14.236,00;14.509,25;273,25;9.068,50
01.09.2025 17:15;01.09.2025 17:30;14.240,75;14.464,25;223,50;9.516,25
01.09.2025 17:30;01.09.2025 17:45;14.231,75;14.305,00;73,25;10.033,25
01.09.2025 17:45;01.09.2025 18:00;14.238,50;14.290,00;51,50;10.522,50
01.09.2025 18:00;01.09.2025 18:15;14.155,25;14.194,00;38,75;10.871,00
01.09.2025 18:15;01.09.2025 18:30;14.052,50;14.072,25;19,75;11.210,75
01.09.2025 18:30;01.09.2025 18:45;14.062,00;14.063,00;1,00;11.581,75
01.09.2025 18:45;01.09.2025 19:00;14.037,00;14.037,25;0,25;11.909,75
01.09.2025 19:00;01.09.2025 19:15;14.094,75;14.095,75;1,00;12.319,25
01.09.2025 19:15;01.09.2025 19:30;14.013,50;14.014,50;1,00;12.533,75
01.09.2025 19:30;01.09.2025 19:45;13.935,25;13.935,50;0,25;12.631,75
01.09.2025 19:45;01.09.2025 20:00;13.800,25;13.800,25;0,00;12.531,50
01.09.2025 20:00;01.09.2025 20:15;13.743,75;13.743,75;0,00;12.489,00
01.09.2025 20:15;01.09.2025 20:30;13.731,50;13.731,50;0,00;12.524,75
01.09.2025 20:30;01.09.2025 20:45;13.747,25;13.747,25;0,00;12.511,50
01.09.2025 20:45;01.09.2025 21:00;13.561,00;13.561,00;0,00;12.248,00
01.09.2025 21:00;01.09.2025 21:15;13.415,50;13.415,50;0,00;12.014,50
01.09.2025 21:15;01.09.2025 21:30;13.111,25;13.111,25;0,00;11.602,00
01.09.2025 21:30;01.09.2025 21:45;12.906,75;12.907,25;0,50;11.287,50
01.09.2025 21:45;01.09.2025 22:00;12.766,50;12.789,00;22,50;11.052,00
